,precision,recall,f1-score,support
Non-Tumor,0.9405940594059405,0.8796296296296297,0.909090909090909,108.0
Non-Viable-Tumor,0.8064516129032258,0.9433962264150944,0.8695652173913043,53.0
Viable,0.9649122807017544,0.9322033898305084,0.9482758620689654,59.0
accuracy,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
macro avg,0.9039859843369736,0.9184097486250774,0.9089773295170596,220.0
weighted avg,0.9147996293687094,0.9090909090909091,0.9100775025710285,220.0
